household_id,segment_tier,persona_tag,office_location,tenure_years,policy_count,lines_count,bundled_flag,home_flag,auto_flag,umbrella_flag,primary_carrier,secondary_carrier,account_round_opportunity_flag_home,account_round_opportunity_flag_auto,account_round_opportunity_flag_umbrella  ,multiple_carrier_flag,bundle_opportunity_flag,written_premium_total,earned_premium_ytd,commission_rate_pct,renewal_date,escrow_flag,auto_pay_flag,auto_premium,home_premium,year_built,roof_age_years,roof_upgrade_flag,water_backup_limit,service_line_coverage_limit,equipment_breakdown_flag,roof_surfacing_loss_settlement,refrigerated_products_flag,key_fob_replacement_flag,pet_injury_flag,seepage_leakage_coverage_flag,bundle_discount_flag,eft,pay_in_full,paperless,multicar,safe_driver,alarm,service_touches_12m,avg_minutes_per_touch,remarkets_12m,est_minutes_per_remarket,claims_open_count,claims_closed_12m,retained_last_term_flag,churn_risk_score_0_1,data_confidence,last_reviewed_date,remarket_reason,service_channel
HH0184,Gold,Young Family,Seattle,10.8,3,3,1,1,1,1,CarrierA,CarrierC,1,0,0,0,0,5240,5140,14.8,2022-12-25,1,1,2800,2460,2004,9,0,12250,4300,1,1,0,1,1,0,1,1,1,1,1,13,5,2,97,1,5,1,0.05,Measured,2025-08-28,Rate Increase,Phone,,
HH0185,Silver,Retiree,Portland,7.3,2,2,0,0,0,0,CarrierB,CarrierA,1,1,1,1,1,3790,3690,12,2022-11-12,1,1,0,1850,1996,10,0,7150,3100,1,0,0,0,0,1,1,1,1,1,0,8,6,1,74,0,2,1,0.13,Measured,2025-07-14,Rate Increase,Portal,,
HH0186,Bronze,Single,San Francisco,3.1,1,1,0,0,0,0,CarrierC,,0,1,1,1,1,2300,2250,10.6,2022-10-19,1,0,0,920,2019,5,0,0,0,0,0,0,0,0,0,1,0,1,0,1,7,5,1,82,0,1,1,0.18,Assumed,2025-08-15,Price,Text,,
HH0187,Gold,Young Family,Seattle,8.6,3,3,1,0,0,1,CarrierA,CarrierD,1,1,0,1,1,5110,5010,14.5,2022-09-25,0,1,0,2430,2006,7,0,12410,4200,1,1,0,1,1,0,1,1,1,1,1,13,6,2,96,1,5,1,0.05,Measured,2025-08-28,Rate Increase,Phone,,
HH0188,Silver,Retiree,Portland,6,2,2,0,0,1,1,CarrierB,CarrierC,1,0,0,1,1,3700,3600,12.1,2022-08-12,0,1,1920,1820,1996,10,0,7200,3000,1,0,0,0,0,1,1,1,1,1,0,8,6,1,75,0,2,1,0.13,Measured,2025-07-14,Rate Increase,Portal,,
HH0189,Bronze,Single,San Francisco,2.9,1,1,0,1,0,0,CarrierC,,0,1,1,1,1,2190,2140,10.4,2022-07-19,1,0,0,880,2019,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,5,0,80,0,0,1,0.15,Assumed,2025-08-15,Carrier Exit,Email,,
HH0190,Gold,Young Family,Seattle,9.5,3,3,1,1,1,1,CarrierA,CarrierE,1,0,0,0,0,5200,5100,14.9,2022-06-25,1,1,2740,2400,2005,7,0,12350,4250,1,1,0,1,1,0,1,1,1,1,1,13,5,2,95,1,5,1,0.04,Measured,2025-08-28,Rate Increase,Phone,,
HH0191,Silver,Retiree,Portland,7,2,2,0,1,0,0,CarrierB,CarrierD,1,1,1,0,0,3780,3680,12,2022-05-12,1,1,0,1830,1996,10,0,7100,3000,1,0,0,0,0,1,1,1,1,1,0,8,6,1,75,0,2,1,0.11,Measured,2025-07-14,Rate Increase,Portal,,
HH0192,Bronze,Single,San Francisco,3.2,1,1,0,0,0,0,CarrierC,,0,1,1,1,1,2250,2200,10.5,2022-04-19,1,0,0,900,2019,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,5,1,81,0,0,1,0.14,Assumed,2025-08-15,Carrier Exit,Email,,
HH0193,Gold,Young Family,Seattle,12,4,4,1,1,1,1,CarrierA,CarrierC,1,0,0,0,0,8000,7900,15.8,2022-03-30,1,1,3300,2850,1990,16,1,21500,4800,1,1,1,1,1,1,1,1,1,1,1,18,4,2,108,2,9,1,0.03,Measured,2025-09-01,Rate Increase,Phone,,
HH0194,Silver,Empty Nester,Portland,6.5,2,2,0,0,1,0,CarrierE,CarrierD,1,0,1,1,1,4050,3950,11.7,2022-02-28,0,1,2300,1920,2002,11,0,8600,2350,0,1,0,0,0,1,1,0,1,0,1,9,4,1,72,0,1,1,0.14,Assumed,2025-08-12,UW Doc,Phone,,
HH0195,Bronze,Student,San Francisco,3.7,1,1,0,0,0,0,CarrierD,,0,1,1,1,1,1970,1920,10.8,2022-01-16,0,0,0,960,2020,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,6,1,84,0,0,1,0.17,Estimated,2025-07-30,Appetite Change,Portal,,
HH0196,Gold,Young Family,Seattle,10.9,3,3,1,0,0,1,CarrierA,CarrierE,1,1,0,1,1,5150,5050,14.8,2021-12-25,1,1,0,2450,2004,8,0,12450,4300,1,1,0,1,1,0,1,1,1,1,1,13,6,2,96,1,5,1,0.05,Measured,2025-08-28,Rate Increase,Phone,,
HH0197,Silver,Retiree,Portland,8,2,2,0,1,0,1,CarrierB,CarrierC,1,1,0,0,0,3800,3700,12,2021-11-12,1,1,0,1850,1996,10,0,7050,3000,1,0,0,0,0,1,1,1,1,1,0,8,6,1,75,0,2,1,0.13,Measured,2025-07-14,Rate Increase,Portal,,
HH0198,Bronze,Single,San Francisco,3,1,1,0,1,1,0,CarrierC,,0,0,1,1,1,2280,2230,10.6,2021-10-19,1,0,1350,915,2019,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,5,0,80,0,0,1,0.15,Assumed,2025-08-15,Carrier Exit,Email,,
HH0199,Gold,Young Family,Seattle,8.8,3,3,1,0,1,1,CarrierA,CarrierD,1,0,0,1,1,5180,5080,14.7,2021-09-25,0,1,2750,2430,2006,7,0,12420,4250,1,1,0,1,1,0,1,1,1,1,1,13,5,2,95,1,5,1,0.05,Measured,2025-08-28,Rate Increase,Phone,,
HH0200,Silver,Retiree,Portland,7.1,2,2,0,0,0,0,CarrierB,CarrierA,1,1,1,1,1,3770,3670,12.1,2021-08-12,1,1,0,1820,1996,10,0,7030,3000,1,0,0,0,0,1,1,1,1,1,0,8,6,1,74,0,2,1,0.12,Measured,2025-07-14,Rate Increase,Portal,,
HH0201,Gold,Young Family,Seattle,6.1,2,3,1,1,1,1,CarrierA,CarrierC,1,0,0,0,0,5500,5380,13.3,2025-07-01,1,1,2700,2900,2008,5,0,13000,3500,1,1,1,0,1,1,1,0,1,1,0,13,5,2,95,1,4,1,0.07,Measured,2025-08-01,Rate Increase,Phone,,
HH0202,Silver,Retiree,Portland,9.5,3,2,0,0,0,1,CarrierB,CarrierD,1,1,0,1,1,3900,3800,11.6,2025-07-15,0,1,0,1650,1997,12,0,6000,1200,0,0,1,0,0,1,1,0,1,0,1,10,6,2,88,0,3,1,0.09,Estimated,2025-08-07,Appetite Change,Portal,,
HH0203,Bronze,Single,San Francisco,3.7,1,1,0,0,0,0,CarrierC,,0,1,1,1,1,2400,2350,10.8,2025-06-12,1,0,0,960,2017,8,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8,6,1,83,0,0,1,0.17,Assumed,2025-08-12,Carrier Exit,Email,,
HH0204,Gold,Young Family,Seattle,8,2,3,1,1,0,0,CarrierA,CarrierB,1,1,1,0,0,5700,5580,13.9,2025-05-20,1,0,0,3050,2012,4,0,15000,3800,1,0,1,1,1,1,1,1,1,1,1,16,5,2,92,1,4,1,0.06,Measured,2025-08-14,Price,Text,,
HH0205,Silver,Empty Nester,Portland,5,2,2,0,0,1,0,CarrierE,CarrierC,1,0,1,1,1,4100,4000,12,2025-05-05,0,1,2300,1880,2003,10,0,8600,2200,0,1,0,0,0,1,1,0,1,0,1,9,4,1,78,0,1,1,0.14,Assumed,2025-08-10,UW Doc,Phone,,
HH0206,Bronze,Student,San Francisco,4.2,1,1,0,0,1,0,CarrierD,,0,0,1,1,1,2000,1950,10.9,2025-04-10,0,0,1050,980,2019,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,6,1,87,0,0,1,0.16,Estimated,2025-06-01,Appetite Change,Portal,,
HH0207,Gold,Young Family,Seattle,11.3,4,4,1,0,1,1,CarrierA,CarrierE,1,0,0,1,1,7900,7800,15.7,2025-03-25,1,1,3350,2850,1992,16,1,20000,4500,1,1,1,1,1,1,1,1,1,1,1,20,5,3,101,2,8,1,0.04,Measured,2025-08-08,Rate Increase,Phone,,
HH0208,Silver,Retiree,Portland,8,3,2,0,0,1,1,CarrierB,CarrierA,1,0,0,1,1,4050,3950,12.1,2025-02-12,0,1,1850,2100,1999,12,0,7500,1500,0,0,1,0,0,1,1,0,1,1,0,11,7,2,93,1,2,1,0.08,Estimated,2025-07-19,Carrier Exit,Email,,
HH0209,Bronze,Single,San Francisco,3.5,1,1,0,1,1,0,CarrierC,,0,0,1,1,1,2450,2400,10.9,2025-01-05,1,0,1500,1000,2015,8,0,0,0,0,0,0,0,0,0,1,0,1,0,1,9,5,1,82,0,1,1,0.18,Assumed,2025-07-01,Price,Text,,
HH0210,Gold,Young Family,Seattle,10,3,3,1,1,0,1,CarrierA,CarrierD,1,1,0,0,0,5300,5200,14.8,2024-12-15,0,1,0,2440,2005,7,0,12400,4200,1,1,0,1,1,0,1,1,1,1,1,14,6,2,98,1,5,1,0.05,Measured,2025-08-28,Rate Increase,Phone,,
HH0211,Silver,Retiree,Portland,8,2,2,1,1,0,0,CarrierB,CarrierC,1,1,1,0,0,3950,3850,12.4,2024-11-20,1,1,0,1920,1996,9,0,7200,3000,1,0,0,0,0,1,1,1,1,1,0,9,6,1,77,0,2,1,0.13,Measured,2025-07-14,Rate Increase,Portal,,
HH0212,Bronze,Single,San Francisco,2.7,1,1,0,0,0,0,CarrierC,,0,1,1,1,1,2250,2200,10.7,2024-10-19,1,0,0,900,2019,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,5,0,81,0,0,1,0.15,Assumed,2025-08-15,Carrier Exit,Email,,
HH0213,Gold,Young Family,Seattle,12.7,4,4,1,0,1,1,CarrierA,CarrierE,1,0,0,1,1,8000,7900,15.9,2024-09-30,1,1,3400,2900,1990,16,1,21500,4800,1,1,1,1,1,1,1,1,1,1,1,19,4,2,110,2,8,1,0.03,Measured,2025-09-01,Rate Increase,Phone,,
HH0214,Silver,Empty Nester,Portland,6.8,2,2,0,0,0,0,CarrierE,CarrierD,1,1,1,1,1,4200,4100,12.2,2024-08-28,0,1,0,1950,2002,11,0,8700,2350,0,1,0,0,0,1,1,0,1,0,1,10,5,1,74,0,1,1,0.15,Assumed,2025-08-12,UW Doc,Phone,,
HH0215,Bronze,Student,San Francisco,3.6,1,1,0,0,0,0,CarrierD,,0,1,1,1,1,1980,1930,10.9,2024-07-16,0,0,0,970,2020,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,6,1,85,0,0,1,0.17,Estimated,2025-07-30,Appetite Change,Portal,,
HH0216,Gold,Young Family,Seattle,10.5,3,3,1,1,1,1,CarrierA,CarrierC,1,0,0,0,0,5400,5300,15,2024-06-25,1,1,2850,2500,2004,8,0,12850,4350,1,1,0,1,1,0,1,1,1,1,1,14,5,2,99,1,6,1,0.04,Measured,2025-08-28,Rate Increase,Phone,,
HH0217,Silver,Retiree,Portland,8,3,2,0,1,0,1,CarrierB,CarrierA,1,1,0,0,0,4000,3900,12,2024-05-02,0,1,0,2100,1998,13,0,7600,1700,0,0,1,0,0,1,1,0,1,1,0,11,7,2,94,1,3,1,0.07,Estimated,2025-07-19,Carrier Exit,Email,,
HH0218,Bronze,Single,San Francisco,3.9,1,1,0,0,0,0,CarrierC,,0,1,1,1,1,2320,2270,10.8,2024-04-18,1,0,0,920,2016,7,0,0,0,0,0,0,0,0,0,1,0,1,0,1,9,5,1,87,0,1,1,0.18,Assumed,2025-07-01,Price,Text,,
HH0219,Gold,Young Family,Seattle,8.2,3,3,1,0,0,1,CarrierA,CarrierD,1,1,0,1,1,5200,5100,14.8,2024-03-25,0,1,0,2450,2006,7,0,12450,4250,1,1,0,1,1,0,1,1,1,1,1,13,6,2,96,1,5,1,0.05,Measured,2025-08-28,Rate Increase,Phone,,
HH0220,Silver,Retiree,Portland,6.4,2,2,0,1,1,0,CarrierB,CarrierC,1,0,1,0,0,3800,3700,12.1,2024-02-12,1,1,1900,1800,1996,10,0,7200,3100,1,0,0,0,0,1,1,1,1,1,0,8,6,1,75,0,2,1,0.13,Measured,2025-07-14,Rate Increase,Portal,,
HH0221,Bronze,Single,San Francisco,3.2,1,1,0,1,0,0,CarrierC,,0,1,1,1,1,2300,2250,10.7,2024-01-19,1,0,0,900,2019,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,5,0,80,0,0,1,0.15,Assumed,2025-08-15,Carrier Exit,Email,,
HH0222,Gold,Young Family,Seattle,12,4,4,1,0,0,1,CarrierA,CarrierE,1,1,0,1,1,8000,7900,15.9,2023-12-30,1,1,0,2900,1990,16,1,21500,4800,1,1,1,1,1,1,1,1,1,1,1,19,4,2,110,2,8,1,0.03,Measured,2025-09-01,Rate Increase,Phone,,
HH0223,Silver,Empty Nester,Portland,6.9,2,2,0,1,1,0,CarrierE,CarrierD,1,0,1,0,0,4150,4050,12.3,2023-11-28,0,1,2350,1900,2002,11,0,8750,2400,0,1,0,0,0,1,1,0,1,0,1,10,5,1,73,0,1,1,0.14,Assumed,2025-08-12,UW Doc,Phone,,
HH0224,Bronze,Student,San Francisco,4,1,1,0,0,0,0,CarrierD,,0,1,1,1,1,2000,1950,10.8,2023-10-16,0,0,0,1000,2020,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7,6,1,85,0,0,1,0.16,Estimated,2025-07-30,Appetite Change,Portal,,
HH0225,Gold,Young Family,Seattle,11,3,3,1,1,0,1,CarrierA,CarrierC,1,1,0,0,0,5400,5300,15,2023-09-25,1,1,0,2550,2004,8,0,12850,4350,1,1,0,1,1,0,1,1,1,1,1,14,5,2,99,1,6,1,0.04,Measured,2025-08-28,Rate Increase,Phone,,
HH0226,Silver,Retiree,Portland,7.4,3,2,0,0,1,1,CarrierB,CarrierA,1,0,0,1,1,3900,3800,12.2,2023-08-02,0,1,1870,2100,1998,13,0,7600,1700,0,0,1,0,0,1,1,0,1,1,0,11,7,2,94,1,3,1,0.09,Estimated,2025-07-19,Carrier Exit,Email,,
HH0227,Bronze,Single,San Francisco,3.3,1,1,0,0,1,0,CarrierC,,0,0,1,1,1,2320,2270,10.9,2023-07-18,1,0,1350,940,2017,8,0,0,0,0,0,0,0,0,0,1,0,1,0,1,8,5,1,84,0,1,1,0.18,Assumed,2025-07-01,Price,Text,,
HH0228,Gold,Young Family,Seattle,8.6,3,3,1,0,1,1,CarrierA,CarrierD,1,0,0,1,1,5200,5100,14.8,2023-06-25,0,1,2770,2450,2006,7,0,12450,4250,1,1,0,1,1,0,1,1,1,1,1,13,6,2,96,1,5,1,0.05,Measured,2025-08-28,Rate Increase,Phone,,
HH0229,Silver,Retiree,Portland,6,2,2,0,0,1,0,CarrierB,CarrierC,1,0,1,1,1,3800,3700,12.1,2023-05-12,1,1,1900,1850,1996,10,0,7200,3000,1,0,0,0,0,1,1,1,1,1,0,8,6,1,74,0,2,1,0.13,Measured,2025-07-14,Rate Increase,Portal,,
HH0230,Bronze,Single,San Francisco,2.8,1,1,0,1,0,0,CarrierC,,0,1,1,1,1,2250,2200,10.7,2023-04-19,1,0,0,900,2019,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,5,0,80,0,0,1,0.15,Assumed,2025-08-15,Carrier Exit,Email,,
HH0231,Gold,Young Family,Seattle,12.1,4,4,1,0,0,1,CarrierA,CarrierE,1,1,0,1,1,8000,7900,15.8,2023-03-30,1,1,0,2900,1990,16,1,21500,4800,1,1,1,1,1,1,1,1,1,1,1,19,4,2,110,2,8,1,0.03,Measured,2025-09-01,Rate Increase,Phone,,
HH0232,Silver,Empty Nester,Portland,7,2,2,0,1,0,0,CarrierE,CarrierD,1,1,1,0,0,4050,3950,11.8,2023-02-28,0,1,0,1920,2002,11,0,8600,2350,0,1,0,0,0,1,1,0,1,0,1,9,4,1,72,0,1,1,0.14,Assumed,2025-08-12,UW Doc,Phone,,
HH0233,Bronze,Student,San Francisco,3.1,1,1,0,0,0,0,CarrierD,,0,1,1,1,1,1980,1930,11,2023-01-16,0,0,0,960,2020,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,6,1,83,0,0,1,0.17,Estimated,2025-07-30,Appetite Change,Portal,,
HH0234,Gold,Young Family,Seattle,11,3,3,1,1,0,1,CarrierA,CarrierC,1,1,0,0,0,5450,5350,15.1,2022-12-25,1,1,0,2550,2004,8,0,12850,4350,1,1,0,1,1,0,1,1,1,1,1,14,5,2,99,1,6,1,0.05,Measured,2025-08-28,Rate Increase,Phone,,
HH0235,Silver,Retiree,Portland,7.5,2,2,0,1,1,1,CarrierB,CarrierA,1,0,0,0,0,3900,3800,12.2,2022-11-12,1,1,1900,1850,1996,10,0,7200,3000,1,0,0,0,0,1,1,1,1,1,0,8,6,1,74,0,2,1,0.13,Measured,2025-07-14,Rate Increase,Portal,,
HH0236,Bronze,Single,San Francisco,3.3,1,1,0,1,1,0,CarrierC,,0,0,1,1,1,2320,2270,11,2022-10-19,1,0,1350,940,2019,5,0,0,0,0,0,0,0,0,0,1,0,1,0,1,7,5,1,82,0,1,1,0.18,Assumed,2025-08-15,Price,Text,,
HH0237,Gold,Young Family,Seattle,8.8,3,3,1,0,1,1,CarrierA,CarrierD,1,0,0,1,1,5250,5150,14.9,2022-09-25,0,1,2760,2460,2006,7,0,12450,4250,1,1,0,1,1,0,1,1,1,1,1,13,6,2,96,1,5,1,0.05,Measured,2025-08-28,Rate Increase,Phone,,
HH0238,Silver,Retiree,Portland,6,2,2,0,1,1,0,CarrierB,CarrierC,1,0,1,0,0,3800,3700,12.1,2022-08-12,1,1,1900,1850,1996,10,0,7200,3000,1,0,0,0,0,1,1,1,1,1,0,8,6,1,75,0,2,1,0.13,Measured,2025-07-14,Rate Increase,Portal,,
HH0239,Bronze,Single,San Francisco,2.8,1,1,0,1,1,0,CarrierC,,0,0,1,1,1,2250,2200,10.7,2022-07-19,1,0,1300,900,2019,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,5,0,80,0,0,1,0.15,Assumed,2025-08-15,Carrier Exit,Email,,
HH0240,Gold,Young Family,Seattle,9,3,3,1,1,0,1,CarrierA,CarrierE,1,1,0,0,0,5400,5300,14.8,2022-06-25,1,1,0,2510,2005,7,0,12500,4300,1,1,0,1,1,0,1,1,1,1,1,14,6,2,98,1,5,1,0.04,Measured,2025-08-28,Rate Increase,Phone,,
HH0241,Silver,Retiree,Portland,7.8,2,2,0,0,0,0,CarrierB,CarrierD,1,1,1,1,1,3850,3750,12.3,2022-05-12,1,1,0,1850,1996,10,0,7200,3000,1,0,0,0,0,1,1,1,1,1,0,8,6,1,75,0,2,1,0.12,Measured,2025-07-14,Rate Increase,Portal,,
HH0242,Bronze,Single,San Francisco,3.1,1,1,0,0,1,0,CarrierC,,0,0,1,1,1,2300,2250,10.8,2022-04-19,1,0,1300,900,2019,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,5,0,80,0,0,1,0.15,Assumed,2025-08-15,Carrier Exit,Email,,
HH0243,Gold,Young Family,Seattle,13,4,4,1,1,0,1,CarrierA,CarrierC,1,1,0,0,0,8050,7950,15.9,2022-03-30,1,1,0,2850,1990,16,1,21500,4800,1,1,1,1,1,1,1,1,1,1,1,19,4,2,110,2,8,1,0.03,Measured,2025-09-01,Rate Increase,Phone,,
HH0244,Silver,Empty Nester,Portland,6.7,2,2,0,0,1,0,CarrierE,CarrierD,1,0,1,1,1,4200,4100,12.2,2022-02-28,0,1,2350,1920,2002,11,0,8700,2400,0,1,0,0,0,1,1,0,1,0,1,10,5,1,74,0,1,1,0.14,Assumed,2025-08-12,UW Doc,Phone,,
HH0245,Bronze,Student,San Francisco,3.4,1,1,0,0,1,0,CarrierD,,0,0,1,1,1,2000,1950,11,2022-01-16,0,0,1005,960,2020,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,6,1,83,0,0,1,0.16,Estimated,2025-07-30,Appetite Change,Portal,,
HH0246,Gold,Young Family,Seattle,11,3,3,1,1,0,1,CarrierA,CarrierD,1,1,0,0,0,5450,5350,15.1,2021-12-25,1,1,0,2550,2004,8,0,12850,4350,1,1,0,1,1,0,1,1,1,1,1,14,5,2,99,1,6,1,0.05,Measured,2025-08-28,Rate Increase,Phone,,
HH0247,Silver,Retiree,Portland,7.3,2,2,0,1,1,1,CarrierB,CarrierA,1,0,0,0,0,3900,3800,12.1,2021-11-12,1,1,1900,1850,1996,10,0,7200,3000,1,0,0,0,0,1,1,1,1,1,0,8,6,1,74,0,2,1,0.13,Measured,2025-07-14,Rate Increase,Portal,,
HH0248,Bronze,Single,San Francisco,3.2,1,1,0,0,1,0,CarrierC,,0,0,1,1,1,2320,2270,11,2021-10-19,1,0,1350,940,2019,5,0,0,0,0,0,0,0,0,0,1,0,1,0,1,7,5,1,82,0,1,1,0.18,Assumed,2025-08-15,Price,Email,,
HH0249,Gold,Young Family,Seattle,8.9,3,3,1,1,1,1,CarrierA,CarrierC,1,0,0,0,0,5250,5150,14.9,2021-09-25,0,1,2760,2460,2006,7,0,12450,4250,1,1,0,1,1,0,1,1,1,1,1,13,6,2,96,1,5,1,0.05,Measured,2025-08-28,Rate Increase,Phone,,
HH0250,Silver,Retiree,Portland,7,2,2,0,1,0,0,CarrierB,CarrierD,1,1,1,0,0,3850,3750,12.2,2021-08-12,1,1,0,1820,1996,10,0,7150,3050,1,0,0,0,0,1,1,1,1,1,0,8,6,1,75,0,2,1,0.11,Measured,2025-07-14,Rate Increase,Portal,,
HH0251,Gold,Young Family,Seattle,5.8,2,3,1,1,1,1,CarrierA,CarrierC,1,0,0,0,0,5650,5540,13.4,2025-07-10,1,1,2600,3000,2007,5,0,13000,3600,1,1,1,0,1,1,1,0,1,1,0,14,6,2,95,1,4,1,0.07,Measured,2025-08-05,Rate Increase,Phone,,
HH0252,Silver,Retiree,Portland,9.7,3,2,0,1,1,1,CarrierB,CarrierD,1,0,0,0,0,3950,3850,11.7,2025-07-15,0,1,2000,1700,1995,12,0,6200,1200,0,0,1,0,0,1,1,0,1,0,1,10,7,2,90,0,3,1,0.09,Estimated,2025-08-15,Appetite Change,Portal,,
HH0253,Bronze,Single,San Francisco,4.1,1,1,0,1,0,0,CarrierC,,0,1,1,1,1,2550,2500,10.9,2025-06-25,1,0,0,1000,2012,9,0,0,0,0,0,0,0,0,0,1,0,0,1,0,9,6,1,85,0,0,1,0.18,Assumed,2025-08-12,Carrier Exit,Email,,
HH0254,Gold,Young Family,Seattle,7,2,3,1,1,0,0,CarrierA,CarrierB,1,1,1,0,0,5750,5630,14,2025-05-20,1,0,0,3100,2010,6,0,15500,3900,1,0,1,1,1,1,1,1,1,1,1,16,5,2,93,1,4,1,0.06,Measured,2025-08-20,Price,Text,,
HH0255,Silver,Empty Nester,Portland,5,2,2,0,1,0,0,CarrierE,CarrierC,1,1,1,0,0,4150,4050,12.2,2025-05-05,0,1,0,1900,2003,10,0,8700,2200,0,1,0,0,0,1,1,0,1,0,1,9,5,1,78,0,1,1,0.14,Assumed,2025-08-10,UW Doc,Phone,,
HH0256,Bronze,Student,San Francisco,4.6,1,1,0,1,0,0,CarrierD,,0,1,1,1,1,2050,2000,11,2025-04-10,0,0,0,980,2019,7,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7,7,1,88,0,0,1,0.17,Estimated,2025-06-01,Appetite Change,Portal,,
HH0257,Gold,Young Family,Seattle,11.9,4,4,1,1,1,1,CarrierA,CarrierE,1,0,0,0,0,8050,7950,15.8,2025-03-25,1,1,3350,2850,1992,16,1,20000,4500,1,1,1,1,1,1,1,1,1,1,1,20,6,3,102,2,8,1,0.04,Measured,2025-08-08,Rate Increase,Phone,,
HH0258,Silver,Retiree,Portland,8.5,3,2,0,1,1,1,CarrierB,CarrierA,1,0,0,0,0,4150,4050,12.3,2025-02-12,0,1,1850,2100,1999,13,0,7600,1500,0,0,1,0,0,1,1,0,1,1,0,11,7,2,93,1,2,1,0.1,Estimated,2025-07-19,Carrier Exit,Email,,
HH0259,Bronze,Single,San Francisco,3.6,1,1,0,1,1,0,CarrierC,,0,0,1,1,1,2600,2550,11.1,2025-01-05,1,0,1500,1020,2015,9,0,0,0,0,0,0,0,0,0,1,0,1,0,1,10,6,1,82,0,1,1,0.18,Assumed,2025-07-01,Price,Text,,
HH0260,Gold,Young Family,Seattle,10,3,3,1,1,0,1,CarrierA,CarrierD,1,1,0,0,0,5400,5300,14.9,2024-12-15,0,1,0,2440,2005,8,0,12400,4200,1,1,0,1,1,0,1,1,1,1,1,13,6,2,96,1,5,1,0.05,Measured,2025-08-28,Rate Increase,Phone,,
HH0261,Silver,Retiree,Portland,8.2,2,2,1,0,0,0,CarrierB,CarrierC,1,1,1,1,1,3950,3850,12.5,2024-11-20,1,1,0,1950,1996,10,0,7400,3000,1,0,0,0,0,1,1,1,1,1,0,9,6,1,81,0,2,1,0.13,Measured,2025-07-14,Rate Increase,Portal,,
HH0262,Bronze,Single,San Francisco,3,1,1,0,1,1,0,CarrierC,,0,0,1,1,1,2350,2300,10.8,2024-10-19,1,0,1280,920,2019,7,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7,5,0,84,0,0,1,0.15,Assumed,2025-08-15,Carrier Exit,Email,,
HH0263,Gold,Young Family,Seattle,12.6,4,4,1,1,1,1,CarrierA,CarrierE,1,0,0,0,0,8100,8000,16,2024-09-30,1,1,3400,2900,1990,17,1,21500,4800,1,1,1,1,1,1,1,1,1,1,1,19,5,2,110,2,8,1,0.03,Measured,2025-09-01,Rate Increase,Phone,,
HH0264,Silver,Empty Nester,Portland,7,2,2,0,1,1,0,CarrierE,CarrierD,1,0,1,0,0,4250,4150,12.4,2024-08-28,0,1,2350,1950,2002,11,0,8800,2350,0,1,0,0,0,1,1,0,1,0,1,10,5,1,79,0,1,1,0.14,Assumed,2025-08-12,UW Doc,Phone,,
HH0265,Bronze,Student,San Francisco,3.8,1,1,0,0,0,0,CarrierD,,0,1,1,1,1,2050,2000,11.2,2024-07-16,0,0,0,950,2020,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8,6,1,87,0,0,1,0.17,Estimated,2025-07-30,Appetite Change,Portal,,
HH0266,Gold,Young Family,Seattle,11,3,3,1,1,0,1,CarrierA,CarrierC,1,1,0,0,0,5500,5400,15.2,2024-06-25,1,1,0,2480,2004,8,0,12850,4350,1,1,0,1,1,0,1,1,1,1,1,14,5,2,99,1,6,1,0.04,Measured,2025-08-28,Rate Increase,Phone,,
HH0267,Silver,Retiree,Portland,7.5,3,2,0,0,0,1,CarrierB,CarrierA,1,1,0,1,1,4000,3900,12.3,2024-05-02,0,1,0,2100,1998,13,0,7600,1700,0,0,1,0,0,1,1,0,1,1,0,11,7,2,94,1,3,1,0.08,Estimated,2025-07-19,Carrier Exit,Email,,
HH0268,Bronze,Single,San Francisco,4,1,1,0,0,0,0,CarrierC,,0,1,1,1,1,2400,2350,10.7,2024-04-18,1,0,0,920,2016,7,0,0,0,0,0,0,0,0,0,1,0,1,0,1,9,6,1,89,0,1,1,0.18,Assumed,2025-07-01,Price,Text,,
HH0269,Gold,Young Family,Seattle,8,3,3,1,1,0,1,CarrierA,CarrierD,1,1,0,0,0,5300,5200,14.7,2024-03-25,0,1,0,2450,2006,8,0,12450,4250,1,1,0,1,1,0,1,1,1,1,1,13,6,2,96,1,5,1,0.05,Measured,2025-08-28,Rate Increase,Phone,,
